record_id,product_id,store_id,supplier_id,transaction_date,expiration_date,units_sold,units_wasted,revenue,waste_cost,profit,base_price,cost_price,selling_price
61985,PHA_PRO_179,STORE_020,SUPPLIER_07,2024-07-12,2025-05-08,23,0,2429.72,0,1365.05,105.64,46.29,105.64
61986,REA_SAN_771,STORE_024,SUPPLIER_06,2023-10-06,2023-10-09,298,128,584.08,503.04,-1090.1,5.93,3.93,1.96
61987,SEA_SAL_973,STORE_006,SUPPLIER_07,2024-06-18,2024-06-21,54,30,1165.32,512.4,-269.4,25.09,17.08,21.58
61988,BAK_DON_795,STORE_008,SUPPLIER_07,2024-10-05,2024-10-11,295,0,935.15,0,507.4,3.17,1.45,3.17
61989,PHA_BIO_131,STORE_044,SUPPLIER_20,2024-01-05,2024-09-27,448,0,40924.8,0,16217.6,91.35,55.15,91.35
61990,MEA_SAU_767,STORE_043,SUPPLIER_09,2023-02-22,2023-02-28,338,0,3680.82,0,2122.64,10.89,4.61,10.89
61991,BEV_FRE_752,STORE_035,SUPPLIER_08,2024-08-25,2024-09-17,79,0,237.79,0,132.72,3.01,1.33,3.01
61992,FRO_ICE_498,STORE_004,SUPPLIER_17,2023-10-15,2024-06-19,326,140,5336.62,1370.6,774.48,16.37,9.79,16.37
61993,REA_FRE_253,STORE_036,SUPPLIER_19,2024-03-14,2024-03-18,209,103,2163.15,736.45,-67.65,11.76,7.15,10.35
61994,SEA_TIL_734,STORE_014,SUPPLIER_05,2024-01-05,2024-01-09,255,128,8282.4,2324.48,1327.12,32.48,18.16,32.48
61995,BAK_MUF_419,STORE_007,SUPPLIER_06,2024-10-16,2024-10-18,46,17,314.64,57.63,101.07,8.45,3.39,6.84
61996,MEA_GRO_903,STORE_002,SUPPLIER_13,2024-01-29,2024-02-05,301,130,3834.74,1084.2,240.2,12.74,8.34,12.74
61997,PRO_APP_462,STORE_036,SUPPLIER_19,2023-10-22,2023-11-02,228,0,487.92,0,168.72,2.14,1.4,2.14
61998,REA_SUS_329,STORE_006,SUPPLIER_03,2023-04-18,2023-04-22,399,50,5214.93,384,1766.61,16.14,7.68,13.07
61999,SEA_TIL_658,STORE_031,SUPPLIER_09,2024-04-27,2024-05-02,305,0,8558.3,0,4224.25,33.41,14.21,28.06
62000,MEA_SAU_501,STORE_020,SUPPLIER_03,2023-11-04,2023-11-10,177,0,3106.35,0,962.88,17.55,12.11,17.55
62001,BEV_COL_665,STORE_022,SUPPLIER_09,2024-10-10,2024-10-20,53,24,167.48,42.96,29.65,3.16,1.79,3.16
62002,DAI_SOU_448,STORE_014,SUPPLIER_01,2024-08-12,2024-08-20,299,0,3390.66,0,1539.85,11.34,6.19,11.34
62003,BEV_KOM_263,STORE_031,SUPPLIER_12,2024-01-25,2024-02-08,16,0,103.04,0,49.6,6.44,3.34,6.44
62004,BAK_BRE_272,STORE_019,SUPPLIER_07,2023-12-05,2023-12-11,170,0,2140.3,0,912.9,12.59,7.22,12.59
62005,PHA_INS_570,STORE_017,SUPPLIER_01,2024-01-21,2024-11-09,281,147,139628.9,31406.55,48186.7,496.9,213.65,496.9
62006,FRO_FRO_969,STORE_020,SUPPLIER_18,2024-11-08,2025-03-26,0,65,0,461.5,-461.5,12.28,7.1,12.28
62007,FRO_PIZ_437,STORE_041,SUPPLIER_14,2023-10-28,2024-01-09,48,0,774.24,0,428.64,16.13,7.2,16.13
62008,DAI_YOG_494,STORE_038,SUPPLIER_05,2024-02-08,2024-02-16,239,56,831.72,99.12,309.57,3.48,1.77,3.48
62009,PHA_EYE_833,STORE_001,SUPPLIER_08,2024-11-20,2025-10-08,455,0,47297.25,0,16134.3,103.95,68.49,103.95
62010,DAI_CHE_102,STORE_037,SUPPLIER_16,2023-10-30,2023-11-06,150,104,588,253.76,-31.76,3.92,2.44,3.92
62011,REA_SAN_838,STORE_001,SUPPLIER_15,2023-09-01,2023-09-04,193,97,1235.2,897.25,-1447.3,13.91,9.25,6.4
62012,DEL_TUR_352,STORE_001,SUPPLIER_04,2023-05-17,2023-05-19,214,5,1958.1,52.15,-326.07,16.06,10.43,9.15
62013,REA_SAN_236,STORE_041,SUPPLIER_13,2023-04-14,2023-04-19,48,26,608.16,184.34,83.5,12.67,7.09,12.67
62014,PHA_BIO_497,STORE_003,SUPPLIER_10,2023-03-19,2023-07-06,0,155,0,34324.75,-34324.75,470.1,221.45,470.1
62015,DEL_DIP_496,STORE_035,SUPPLIER_07,2023-04-07,2023-04-15,128,95,558.08,279.3,-97.54,4.36,2.94,4.36
62016,PRO_TOM_879,STORE_032,SUPPLIER_01,2024-03-16,2024-03-27,271,0,373.98,0,170.73,1.38,0.75,1.38
62017,REA_FRE_696,STORE_016,SUPPLIER_19,2024-08-15,2024-08-15,16,8,43.2,23.2,-26.4,5.2,2.9,2.7
62018,DAI_BUT_635,STORE_030,SUPPLIER_01,2024-05-25,2024-06-12,207,0,1003.95,0,496.8,4.85,2.45,4.85
62019,PHA_VAC_627,STORE_027,SUPPLIER_04,2024-12-10,2025-02-02,442,0,29393,0,11876.54,66.5,39.63,66.5
62020,SEA_SAL_369,STORE_023,SUPPLIER_17,2024-08-17,2024-08-21,248,81,2447.76,583.2,78.96,13.16,7.2,9.87
62021,FRO_PIZ_460,STORE_045,SUPPLIER_12,2023-10-31,2024-05-24,0,473,0,5633.43,-5633.43,19.31,11.91,19.31
62022,DEL_HUM_339,STORE_034,SUPPLIER_20,2023-07-29,2023-08-04,311,39,4521.94,359.58,1294.94,14.54,9.22,14.54
62023,DAI_COT_736,STORE_043,SUPPLIER_17,2024-03-31,2024-04-12,11,22,31.46,37.62,-24.97,2.86,1.71,2.86
62024,DAI_CRE_437,STORE_003,SUPPLIER_12,2023-11-07,2023-11-12,122,66,764.94,219.78,138.9,6.27,3.33,6.27
62025,DEL_HUM_716,STORE_018,SUPPLIER_18,2023-05-12,2023-05-15,415,59,2631.1,251.93,607.12,8.13,4.27,6.34
62026,DAI_CHE_423,STORE_017,SUPPLIER_14,2023-08-25,2023-09-23,359,0,2574.03,0,1299.58,7.17,3.55,7.17
62027,DAI_CRE_370,STORE_025,SUPPLIER_12,2024-08-16,2024-09-02,159,131,437.25,237.11,-87.65,2.75,1.81,2.75
62028,DEL_SAL_831,STORE_015,SUPPLIER_05,2023-11-10,2023-11-18,35,0,151.9,0,72.8,5.43,2.26,4.34
62029,PHA_INS_111,STORE_034,SUPPLIER_02,2024-12-02,2025-01-24,12,0,4797.48,0,1882.92,399.79,242.88,399.79
62030,MEA_POR_835,STORE_002,SUPPLIER_16,2024-02-07,2024-02-12,72,22,1284.48,219.34,347.3,17.84,9.97,17.84
62031,PRO_GRA_549,STORE_042,SUPPLIER_11,2024-12-31,2025-01-12,238,0,683.06,0,247.52,3.63,1.83,2.87
62032,FRO_ICE_506,STORE_030,SUPPLIER_18,2024-07-25,2025-03-31,0,13,0,92.56,-92.56,15.01,7.12,15.01
62033,BEV_COL_366,STORE_012,SUPPLIER_08,2023-09-01,2023-09-15,178,22,1593.1,127.6,433.1,8.95,5.8,8.95
62034,FRO_PIZ_999,STORE_020,SUPPLIER_05,2023-02-27,2023-06-06,0,125,0,1062.5,-1062.5,18.24,8.5,15.14
62035,FRO_FRO_843,STORE_044,SUPPLIER_12,2024-11-06,2025-02-21,188,286,1457,1504.36,-1036.24,7.75,5.26,7.75
62036,FRO_PIZ_291,STORE_010,SUPPLIER_03,2023-08-08,2024-04-10,0,156,0,1260.48,-1260.48,15.85,8.08,13.16
62037,BEV_COL_174,STORE_015,SUPPLIER_01,2024-05-06,2024-05-17,257,162,1084.54,439.02,-50.95,4.22,2.71,4.22
62038,DEL_TUR_869,STORE_039,SUPPLIER_12,2023-07-27,2023-08-02,70,0,1199.8,0,406,17.14,11.34,17.14
62039,PHA_BIO_392,STORE_023,SUPPLIER_11,2024-08-11,2025-01-24,34,0,6906.42,0,3130.72,203.13,111.05,203.13
62040,REA_SAN_308,STORE_028,SUPPLIER_18,2023-05-13,2023-05-17,148,0,1549.56,0,634.92,10.47,6.18,10.47
62041,MEA_SAU_155,STORE_036,SUPPLIER_11,2023-03-26,2023-04-04,51,23,1135.77,217.58,435.73,22.27,9.46,22.27
62042,MEA_TUR_479,STORE_021,SUPPLIER_08,2024-07-06,2024-07-12,71,0,1417.87,0,428.84,19.97,13.93,19.97
62043,BAK_PAS_812,STORE_004,SUPPLIER_20,2023-05-06,2023-05-10,87,77,742.11,434.28,-182.85,13.13,5.64,8.53
62044,BEV_KOM_906,STORE_010,SUPPLIER_10,2024-04-13,2024-04-20,453,0,2808.6,0,1372.59,6.2,3.17,6.2
62045,DAI_CHE_281,STORE_048,SUPPLIER_13,2024-01-03,2024-01-18,141,61,482.22,95.77,165.08,3.42,1.57,3.42
62046,PRO_APP_413,STORE_034,SUPPLIER_15,2023-09-05,2023-09-15,247,107,1454.83,405.53,113.17,7.65,3.79,5.89
62047,PHA_PRO_143,STORE_032,SUPPLIER_08,2023-03-03,2024-08-28,435,2,170463.45,522.98,56192.32,391.87,261.49,391.87
62048,FRO_FRO_705,STORE_001,SUPPLIER_03,2024-10-09,2025-07-13,0,67,0,420.76,-420.76,9.23,6.28,9.23
62049,BAK_BAG_716,STORE_001,SUPPLIER_05,2024-06-13,2024-06-16,452,0,5799.16,0,2449.84,12.83,7.41,12.83
62050,BEV_FRE_451,STORE_036,SUPPLIER_06,2023-04-17,2023-05-01,141,151,1280.28,655.34,13,9.08,4.34,9.08
62051,REA_WRA_664,STORE_025,SUPPLIER_01,2023-08-16,2023-08-20,183,79,1476.81,444.77,1.75,8.07,5.63,8.07
62052,REA_SAN_843,STORE_019,SUPPLIER_13,2024-03-15,2024-03-19,32,7,238.4,57.61,-82.57,11.83,8.23,7.45
62053,PRO_GRA_261,STORE_015,SUPPLIER_10,2023-03-24,2023-04-02,41,35,166.87,91.35,-31.49,4.07,2.61,4.07
62054,PRO_BAN_971,STORE_047,SUPPLIER_20,2024-04-01,2024-04-16,355,53,1714.65,146.28,588.57,6.11,2.76,4.83
62055,PRO_AVO_310,STORE_049,SUPPLIER_07,2024-08-20,2024-08-28,116,50,325.96,61.5,121.78,2.81,1.23,2.81
62056,DEL_HUM_689,STORE_025,SUPPLIER_04,2024-07-22,2024-08-02,121,35,958.32,128.8,384.24,7.92,3.68,7.92
62057,BEV_COL_686,STORE_034,SUPPLIER_18,2024-06-09,2024-07-04,421,0,2732.29,0,1035.66,6.49,4.03,6.49
62058,SEA_CRA_441,STORE_049,SUPPLIER_02,2024-07-27,2024-08-01,56,24,1036,295.2,52,21.76,12.3,18.5
62059,SEA_TIL_957,STORE_001,SUPPLIER_20,2024-03-06,2024-03-12,204,0,6774.84,0,4061.64,33.21,13.3,33.21
62060,DAI_MIL_590,STORE_010,SUPPLIER_09,2024-04-01,2024-04-14,138,0,1006.02,0,316.02,7.29,5,7.29
62061,REA_SOU_988,STORE_039,SUPPLIER_15,2024-04-17,2024-04-17,163,0,937.25,0,207.01,10.46,4.48,5.75
62062,SEA_CRA_927,STORE_001,SUPPLIER_05,2023-11-02,2023-11-08,407,0,14940.97,0,6133.49,36.71,21.64,36.71
62063,SEA_TUN_309,STORE_018,SUPPLIER_13,2023-03-02,2023-03-06,38,10,508.44,58.4,228.12,13.38,5.84,13.38
62064,PRO_BAN_928,STORE_045,SUPPLIER_13,2023-04-17,2023-04-26,15,7,97.95,19.6,36.35,6.53,2.8,6.53
62065,DEL_HUM_582,STORE_046,SUPPLIER_15,2024-01-20,2024-01-26,341,147,2731.41,767.34,184.05,9.54,5.22,8.01
62066,DEL_HUM_769,STORE_002,SUPPLIER_05,2024-09-14,2024-09-19,147,165,579.18,396,-169.62,5.19,2.4,3.94
62067,BAK_PAS_490,STORE_045,SUPPLIER_01,2024-02-10,2024-02-15,33,15,252.78,73.95,16.14,10.79,4.93,7.66
62068,DAI_SOU_159,STORE_033,SUPPLIER_14,2023-11-24,2023-12-17,406,0,3122.14,0,1494.08,9.49,4.01,7.69
62069,REA_SAL_497,STORE_029,SUPPLIER_18,2023-12-23,2023-12-28,227,21,1679.8,123.69,219.08,9.37,5.89,7.4
62070,PHA_PRO_354,STORE_021,SUPPLIER_17,2023-07-27,2024-03-06,192,293,12048,8998.03,-2846.35,62.75,30.71,62.75
62071,REA_SUS_257,STORE_002,SUPPLIER_19,2023-02-13,2023-02-18,372,30,4627.68,187.2,2119.2,12.44,6.24,12.44
62072,PRO_APP_370,STORE_003,SUPPLIER_12,2023-03-10,2023-03-14,317,171,1772.03,393.3,649.63,5.59,2.3,5.59
62073,MEA_GRO_293,STORE_045,SUPPLIER_15,2024-01-26,2024-02-02,336,0,1693.44,0,974.4,5.04,2.14,5.04
62074,DAI_YOG_354,STORE_027,SUPPLIER_05,2023-08-29,2023-09-07,56,0,295.68,0,171.36,5.28,2.22,5.28
62075,SEA_LOB_289,STORE_031,SUPPLIER_06,2024-11-30,2024-12-05,257,211,7342.49,3236.74,163.37,28.57,15.34,28.57
62076,SEA_TIL_911,STORE_042,SUPPLIER_04,2023-01-16,2023-01-23,132,25,4998.84,431.5,2289.02,37.87,17.26,37.87
62077,DAI_MIL_940,STORE_040,SUPPLIER_05,2024-12-20,2024-12-30,432,0,3149.28,0,639.36,9.72,5.81,7.29
62078,MEA_LAM_392,STORE_042,SUPPLIER_09,2024-11-25,2024-12-03,280,0,2217.6,0,1234.8,7.92,3.51,7.92
62079,REA_SAN_980,STORE_027,SUPPLIER_13,2023-08-12,2023-08-13,63,0,458.01,0,-79.38,17.73,8.53,7.27
62080,DAI_MIL_414,STORE_035,SUPPLIER_20,2023-12-06,2023-12-11,67,63,521.93,237.51,31.83,7.79,3.77,7.79
62081,BAK_DON_138,STORE_011,SUPPLIER_10,2024-08-16,2024-08-19,245,0,494.9,0,-254.8,5.95,3.06,2.02
62082,MEA_GRO_368,STORE_031,SUPPLIER_02,2023-12-08,2023-12-14,213,30,4877.7,369.6,1883.94,22.9,12.32,22.9
62083,PHA_INS_736,STORE_022,SUPPLIER_09,2023-12-04,2024-09-13,326,140,49698.7,16605.4,-5573.56,188.21,118.61,152.45
62084,DAI_CHE_898,STORE_010,SUPPLIER_01,2024-03-06,2024-03-24,222,67,1940.28,237.18,917.22,8.74,3.54,8.74
62085,PHA_BIO_913,STORE_001,SUPPLIER_13,2024-01-31,2025-03-27,0,318,0,38369.88,-38369.88,296.97,120.66,296.97
62086,REA_FRE_688,STORE_008,SUPPLIER_16,2023-03-26,2023-03-28,162,0,921.78,0,358.02,7.29,3.48,5.69
62087,SEA_SHR_406,STORE_025,SUPPLIER_04,2024-02-03,2024-02-04,145,0,832.3,0,195.75,10.25,4.39,5.74
62088,BEV_KOM_217,STORE_009,SUPPLIER_20,2023-03-19,2023-03-24,108,69,941.76,348.45,47.91,8.72,5.05,8.72
62089,MEA_BEE_996,STORE_025,SUPPLIER_16,2024-06-07,2024-06-11,119,0,781.83,0,295.12,8.65,4.09,6.57
62090,DAI_CRE_617,STORE_004,SUPPLIER_13,2024-03-17,2024-04-05,212,91,1305.92,302.12,299.96,7.6,3.32,6.16
62091,BAK_BAG_176,STORE_023,SUPPLIER_09,2024-09-21,2024-09-24,74,0,630.48,0,276.76,8.52,4.78,8.52
62092,BAK_BAG_625,STORE_006,SUPPLIER_03,2023-08-16,2023-08-23,63,0,309.33,0,107.73,4.91,3.2,4.91
62093,DEL_SAL_549,STORE_050,SUPPLIER_17,2024-05-13,2024-05-17,99,0,922.68,0,286.11,9.32,6.43,9.32
62094,DEL_TUR_331,STORE_050,SUPPLIER_14,2024-07-29,2024-08-10,279,0,3387.06,0,2028.33,12.14,4.87,12.14
62095,MEA_BEE_563,STORE_044,SUPPLIER_06,2024-10-25,2024-11-02,165,55,1912.35,387.75,361.35,11.59,7.05,11.59
62096,PRO_APP_503,STORE_049,SUPPLIER_05,2023-06-04,2023-06-12,54,0,96.66,0,29.7,2.16,1.24,1.79
62097,FRO_FRO_632,STORE_025,SUPPLIER_16,2023-06-25,2023-09-03,109,0,1726.56,0,606.04,15.84,10.28,15.84
62098,PHA_BIO_968,STORE_014,SUPPLIER_10,2024-04-14,2025-07-20,262,113,96659.66,19842.8,30809.66,368.93,175.6,368.93
62099,MEA_POR_369,STORE_010,SUPPLIER_02,2024-01-06,2024-01-13,292,0,2303.88,0,881.84,7.89,4.87,7.89
62100,BAK_CRO_911,STORE_011,SUPPLIER_18,2024-04-27,2024-04-30,427,0,1652.49,0,277.55,7.89,3.22,3.87
62101,DEL_TUR_491,STORE_019,SUPPLIER_15,2024-02-13,2024-02-21,242,103,1384.24,279.13,449.29,5.72,2.71,5.72
62102,DAI_BUT_373,STORE_048,SUPPLIER_12,2023-07-16,2023-07-29,11,0,93.94,0,49.94,8.54,4,8.54
62103,PRO_GRA_637,STORE_022,SUPPLIER_16,2023-03-21,2023-04-03,137,7,334.28,11.69,93.8,2.44,1.67,2.44
62104,DAI_SOU_134,STORE_024,SUPPLIER_17,2024-10-28,2024-11-06,315,29,1915.2,100.92,718.08,6.08,3.48,6.08
62105,MEA_LAM_597,STORE_002,SUPPLIER_10,2023-04-03,2023-04-09,193,29,3003.08,310.3,627.68,15.56,10.7,15.56
62106,PHA_ANT_713,STORE_035,SUPPLIER_11,2024-08-29,2025-06-22,306,49,44792.28,3454.01,19768.33,146.38,70.49,146.38
62107,REA_SOU_977,STORE_047,SUPPLIER_18,2024-04-18,2024-04-22,258,0,1754.4,0,632.1,6.8,4.35,6.8
62108,FRO_FRO_382,STORE_010,SUPPLIER_19,2024-12-08,2025-07-01,109,48,901.43,212.64,205.92,8.27,4.43,8.27
62109,PHA_VAC_518,STORE_025,SUPPLIER_03,2024-09-13,2024-11-09,82,120,37850.38,35221.2,-21438.64,461.59,293.51,461.59
62110,DEL_HAM_722,STORE_044,SUPPLIER_17,2023-09-01,2023-09-06,204,0,1621.8,0,503.88,10.46,5.48,7.95
62111,FRO_FRO_238,STORE_009,SUPPLIER_18,2023-09-11,2024-03-28,384,99,3141.12,464.31,875.85,8.18,4.69,8.18
62112,FRO_FRO_368,STORE_039,SUPPLIER_11,2024-04-12,2024-09-19,0,57,0,434.91,-434.91,18.62,7.63,18.62
62113,MEA_LAM_562,STORE_040,SUPPLIER_03,2023-06-03,2023-06-12,360,0,8553.6,0,3722.4,23.76,13.42,23.76
62114,SEA_COD_295,STORE_010,SUPPLIER_11,2023-04-28,2023-04-30,381,0,1101.09,0,-445.77,8.51,4.06,2.89
62115,FRO_FRO_318,STORE_047,SUPPLIER_03,2024-01-10,2024-03-04,197,0,1247.01,0,656.01,6.33,3,6.33
62116,MEA_CHI_312,STORE_020,SUPPLIER_12,2023-07-15,2023-07-23,186,80,3480.06,671.2,1248.32,18.71,8.39,18.71
62117,PHA_EYE_413,STORE_036,SUPPLIER_05,2023-03-16,2024-09-22,0,124,0,13141.52,-13141.52,159.45,105.98,159.45
62118,PHA_EYE_295,STORE_038,SUPPLIER_07,2023-03-28,2024-08-18,63,0,24556.14,0,8046.36,389.78,262.06,389.78
62119,MEA_BEE_817,STORE_027,SUPPLIER_10,2023-11-04,2023-11-10,329,141,7415.66,2210.88,46.06,22.54,15.68,22.54
62120,PHA_ANT_894,STORE_025,SUPPLIER_10,2024-07-05,2025-09-11,461,0,111054.9,0,42439.66,240.9,148.84,240.9
62121,BAK_BRE_639,STORE_041,SUPPLIER_20,2024-08-20,2024-08-24,245,68,1543.5,312.8,103.7,7.08,4.6,6.3
62122,PRO_BAN_763,STORE_015,SUPPLIER_04,2023-01-26,2023-02-07,94,84,229.36,98.28,21.1,2.44,1.17,2.44
62123,PHA_INS_776,STORE_047,SUPPLIER_11,2023-04-15,2025-02-01,0,302,0,28683.96,-28683.96,181.15,94.98,181.15
62124,DEL_SAL_576,STORE_046,SUPPLIER_05,2023-05-04,2023-05-06,22,10,207.46,59.3,17.7,9.43,5.93,9.43
62125,BEV_KOM_610,STORE_019,SUPPLIER_05,2023-09-27,2023-10-09,189,81,852.39,166.86,296.19,4.51,2.06,4.51
62126,REA_SUS_743,STORE_004,SUPPLIER_04,2023-12-14,2023-12-17,54,1,433.08,5.4,136.08,8.02,5.4,8.02
62127,DAI_BUT_863,STORE_040,SUPPLIER_04,2024-04-01,2024-04-25,415,0,2054.25,0,971.1,4.95,2.61,4.95
62128,FRO_ICE_730,STORE_007,SUPPLIER_08,2023-08-11,2023-11-27,342,0,3416.58,0,1843.38,9.99,4.6,9.99
62129,DEL_HUM_606,STORE_019,SUPPLIER_20,2024-10-25,2024-11-01,355,82,5903.65,831.48,1472.47,16.63,10.14,16.63
62130,DAI_CHE_433,STORE_037,SUPPLIER_08,2023-01-13,2023-01-31,127,190,1248.41,1157.1,-682.12,9.83,6.09,9.83
62131,BEV_COL_416,STORE_015,SUPPLIER_04,2024-06-13,2024-06-24,289,0,2615.45,0,1332.29,9.05,4.44,9.05
62132,BEV_COL_274,STORE_038,SUPPLIER_03,2023-10-13,2023-10-22,81,10,307.8,21.9,108.51,3.8,2.19,3.8
62133,BEV_FRE_445,STORE_040,SUPPLIER_11,2024-05-08,2024-05-31,41,18,133.66,53.82,-42.75,4.35,2.99,3.26
62134,SEA_SHR_217,STORE_036,SUPPLIER_15,2024-07-13,2024-07-17,126,0,1435.14,0,607.32,11.39,6.57,11.39
62135,BAK_DON_108,STORE_047,SUPPLIER_17,2024-10-26,2024-10-30,30,4,169.2,15.44,37.96,5.64,3.86,5.64
62136,DEL_HAM_239,STORE_044,SUPPLIER_03,2024-05-31,2024-06-03,24,6,96.48,19.98,-3.42,5.75,3.33,4.02
62137,PHA_BIO_961,STORE_030,SUPPLIER_03,2024-09-21,2025-04-01,192,172,33552,19833.32,-8420.84,174.75,115.31,174.75
62138,PHA_PRO_392,STORE_045,SUPPLIER_01,2023-04-05,2025-02-05,248,0,24847.12,0,11038.48,100.19,55.68,100.19
62139,BEV_SMO_729,STORE_026,SUPPLIER_20,2024-08-21,2024-08-30,228,73,964.44,140.16,386.52,4.23,1.92,4.23
62140,PRO_AVO_246,STORE_043,SUPPLIER_16,2023-12-17,2023-12-23,493,0,778.94,0,231.71,2.03,1.11,1.58
62141,PHA_BIO_281,STORE_019,SUPPLIER_08,2023-01-27,2023-09-25,214,100,98720.34,30956,1518.5,461.31,309.56,461.31
62142,DAI_BUT_722,STORE_034,SUPPLIER_02,2023-06-15,2023-07-04,144,0,1095.84,0,588.96,7.61,3.52,7.61
62143,DEL_DIP_519,STORE_002,SUPPLIER_14,2024-07-10,2024-07-20,298,128,4875.28,1066.24,1326.7,16.36,8.33,16.36
62144,BAK_PAS_171,STORE_025,SUPPLIER_20,2023-11-10,2023-11-14,89,9,740.48,33.57,374.94,8.32,3.73,8.32
62145,PRO_LET_349,STORE_045,SUPPLIER_06,2024-09-26,2024-10-09,303,93,487.83,74.4,171.03,1.61,0.8,1.61
62146,BEV_MIL_575,STORE_006,SUPPLIER_16,2023-02-20,2023-03-03,28,16,133.56,47.36,3.32,4.77,2.96,4.77
62147,DAI_SOU_905,STORE_030,SUPPLIER_06,2024-06-02,2024-06-10,251,108,2464.82,514.08,755.98,9.82,4.76,9.82
62148,FRO_FRO_673,STORE_008,SUPPLIER_09,2023-06-29,2023-12-04,145,194,2836.2,2168.92,-953.82,19.56,11.18,19.56
62149,BAK_PAS_145,STORE_039,SUPPLIER_20,2024-04-04,2024-04-10,84,36,410.76,120.6,8.76,5.89,3.35,4.89
62150,PHA_INS_911,STORE_036,SUPPLIER_11,2023-04-11,2024-03-22,70,0,10669.4,0,4942,152.42,81.82,152.42
62151,SEA_COD_764,STORE_048,SUPPLIER_02,2023-03-18,2023-03-22,278,0,9276.86,0,3230.36,33.37,21.75,33.37
62152,REA_FRE_533,STORE_012,SUPPLIER_14,2023-05-19,2023-05-21,72,0,567.36,0,-254.16,16.41,11.41,7.88
62153,DAI_COT_339,STORE_049,SUPPLIER_07,2023-12-06,2023-12-29,499,0,5279.42,0,1691.61,10.58,7.19,10.58
62154,BEV_SMO_660,STORE_017,SUPPLIER_15,2023-03-19,2023-04-07,217,0,1935.64,0,677.04,8.92,5.8,8.92
62155,BEV_MIL_761,STORE_004,SUPPLIER_10,2024-09-14,2024-10-12,23,6,205.85,26.64,77.09,8.95,4.44,8.95
62156,SEA_TIL_526,STORE_012,SUPPLIER_16,2023-02-02,2023-02-04,128,0,948.48,0,-197.12,13,8.95,7.41
62157,PRO_APP_395,STORE_033,SUPPLIER_19,2023-01-05,2023-01-19,230,168,1704.3,693.84,60.56,7.41,4.13,7.41
62158,BEV_FRE_811,STORE_001,SUPPLIER_09,2023-02-27,2023-03-17,122,95,401.38,143.45,73.71,3.29,1.51,3.29
62159,MEA_SAU_255,STORE_028,SUPPLIER_06,2024-03-18,2024-03-25,60,0,884.4,0,336.6,14.74,9.13,14.74
62160,BAK_MUF_742,STORE_003,SUPPLIER_01,2023-06-22,2023-06-25,298,181,1573.44,1333.97,-1956.79,10.57,7.37,5.28
62161,SEA_SHR_351,STORE_026,SUPPLIER_11,2023-12-12,2023-12-13,280,0,2794.4,0,758.8,16.64,7.27,9.98
62162,BEV_SMO_474,STORE_030,SUPPLIER_17,2024-01-10,2024-01-15,47,41,171.55,86.51,-14.13,4.06,2.11,3.65
62163,MEA_BEE_546,STORE_004,SUPPLIER_12,2024-09-27,2024-10-02,153,211,2236.86,2025.6,-1257.54,18.5,9.6,14.62
62164,PRO_LET_140,STORE_029,SUPPLIER_18,2024-06-20,2024-06-30,348,0,1447.68,0,511.56,4.16,2.69,4.16
62165,MEA_LAM_116,STORE_021,SUPPLIER_19,2023-08-02,2023-08-09,74,0,1814.48,0,698.56,24.52,15.08,24.52
62166,REA_WRA_387,STORE_019,SUPPLIER_12,2024-10-23,2024-10-25,27,0,261.09,0,149.58,9.67,4.13,9.67
62167,DEL_HAM_334,STORE_004,SUPPLIER_08,2023-11-10,2023-11-19,265,0,4375.15,0,2109.4,16.51,8.55,16.51
62168,DEL_SAL_884,STORE_006,SUPPLIER_03,2024-04-02,2024-04-07,192,35,3344.64,316.75,1290.29,17.42,9.05,17.42
62169,MEA_CHI_515,STORE_027,SUPPLIER_17,2023-03-17,2023-03-24,78,18,1757.34,206.64,655.26,22.53,11.48,22.53
62170,PHA_ANT_661,STORE_038,SUPPLIER_14,2023-09-14,2024-12-12,464,0,132017.28,0,66282.4,284.52,141.67,284.52
62171,PHA_EYE_619,STORE_042,SUPPLIER_18,2024-10-04,2026-05-05,178,0,87625.84,0,45697.94,492.28,235.55,492.28
62172,FRO_FRO_244,STORE_005,SUPPLIER_16,2023-11-11,2024-06-16,496,0,5763.52,0,2425.44,13.83,6.73,11.62
62173,DEL_PRE_832,STORE_016,SUPPLIER_13,2023-09-08,2023-09-12,123,73,1521.51,556.99,26.03,16.71,7.63,12.37
62174,FRO_PIZ_759,STORE_023,SUPPLIER_20,2024-08-23,2025-06-22,348,99,2265.48,372.24,584.76,6.51,3.76,6.51
62175,BEV_KOM_793,STORE_049,SUPPLIER_10,2024-12-30,2025-01-10,44,13,320.76,40.43,143.49,7.29,3.11,7.29
62176,REA_FRE_415,STORE_046,SUPPLIER_09,2024-01-18,2024-01-23,57,0,845.31,0,258.78,14.83,10.29,14.83
62177,SEA_SHR_618,STORE_034,SUPPLIER_13,2023-10-24,2023-10-27,381,0,7212.33,0,2133.6,22.27,13.33,18.93
62178,BAK_BAG_623,STORE_035,SUPPLIER_14,2024-04-22,2024-04-27,32,41,144.96,86.1,-8.34,4.53,2.1,4.53
62179,MEA_SAU_699,STORE_036,SUPPLIER_12,2023-02-23,2023-02-28,19,0,223.63,0,129.2,11.77,4.97,11.77
62180,REA_FRE_856,STORE_004,SUPPLIER_14,2024-05-31,2024-06-04,258,9,3614.58,59.13,1860.39,14.01,6.57,14.01
